DATE,"COUNTRY 
CODE","TRANSP. 
METHOD",QUANTITY,Country,Code,CONTINENT
2020-09-24,HS,Air,32241,Holy See,HS,EU
2020-09-24,BO,Sea,36835,Bolivia,BO,AM
2020-09-24,GL,Air,39894,Greenland,GL,AM
2020-09-24,SD,Sea,38617,Sweden,SD,EU
2020-09-24,BA,Sea,32744,Barbados,BA,AM
2020-09-24,SM,Sea,38329,San Marino,SM,EU
2020-09-24,RU,Sea,30967,Russia,RU,EU
2020-09-25,SU,Sea,33683,Suriname,SU,AM
2020-09-25,AU,Air,38197,Austria,AU,EU
2020-09-25,NZ,Sea,31370,New Zealand,NZ,OC
2020-09-25,GY,Sea,35018,Guyana,GY,AM
2020-09-25,HW,Sea,30890,Hawaii,HW,AM
2020-09-25,MA,Air,32123,Malta,MA,EU
2020-09-25,BH,Air,30256,Bosnia and Herzegovina,BH,EU
2020-09-25,JP,Sea,38373,Japan,JP,AS
2020-09-25,HU,Sea,32506,Hungary,HU,EU
2020-09-25,HO,Sea,33753,Honduras,HO,AM
2020-09-25,SK,Air,32018,South Korea,SK,AS
2020-09-25,CT,Air,32248,Croatia,CT,EU
2020-09-25,UKR,Air,39280,Ukraine,UKR,EU
2020-09-25,GY,Air,32371,Guyana,GY,AM
2020-09-25,CA,Air,36817,Canada,CA,AM
2020-09-25,CH,Air,32701,China,CH,AS
2020-09-25,MR,Sea,36943,Morroco,MR,AF
2020-09-25,SE,Air,34442,Serbia,SE,EU
2020-09-25,HU,Air,34779,Hungary,HU,EU
2020-09-25,CR,Sea,37436,Costa Rica,CR,AM
2020-09-26,CI,Air,33227,Cote d'Ivore,CI,AF
2020-09-26,PL,Sea,37906,Poland,PL,EU
2020-09-26,LI,Air,34359,Lithuania,LI,EU
2020-09-26,HO,Air,35890,Honduras,HO,AM
2020-09-26,PE,Air,30687,Peru,PE,AM
2020-09-26,SA,Sea,31964,South Africa,SA,AF
2020-09-26,CZ,Sea,39350,Czech Republic (Czechia),CZ,EU
2020-09-26,HT,Sea,33369,Haiti,HT,AM
2020-09-26,CR,Sea,39109,Costa Rica,CR,AM
2020-09-26,SL,Sea,34120,Slovakia,SL,EU
2020-09-26,CZ,Air,30889,Czech Republic (Czechia),CZ,EU
2020-09-26,CO,Sea,36513,Colombia,CO,AM
2020-09-26,MN,Air,36520,Montenegro,MN,EU
2020-09-26,BR,Sea,33132,Belarus,BR,EU
2020-09-26,NI,Sea,38500,Nicaragua,NI,AM
2020-09-26,EG,Air,33191,Egypt,EG,AF
2020-09-26,CI,Air,30227,Cote d'Ivore,CI,AF
2020-09-26,GR,Air,30052,Greece,GR,EU
2020-09-26,CH,Air,35436,China,CH,AS
2020-09-26,CZ,Sea,30401,Czech Republic (Czechia),CZ,EU
2020-09-27,LC,Sea,32793,Liechtenstein,LC,EU
2020-09-27,JP,Sea,37194,Japan,JP,AS
2020-09-27,BH,Sea,38071,Bosnia and Herzegovina,BH,EU
2020-09-27,AT,Air,30307,Australia,AT,OC
2020-09-27,IR,Sea,37383,Ireland,IR,EU
2020-09-27,HU,Sea,33865,Hungary,HU,EU
2020-09-27,AT,Air,32531,Australia,AT,OC
2020-09-27,ES,Sea,33301,El Salvador,ES,AM
2020-09-27,HS,Air,36763,Holy See,HS,EU
2020-09-27,LI,Air,32082,Lithuania,LI,EU
2020-09-27,CT,Air,34278,Croatia,CT,EU
2020-09-27,MR,Air,32555,Morroco,MR,AF
2020-09-27,FI,Sea,39765,Finland,FI,EU
2020-09-27,UR,Air,36871,Uruguay,UR,AM
2020-09-27,CU,Air,39283,Cuba,CU,AM
2020-09-27,IT,Air,37232,Italy,IT,EU
2020-09-27,US,Sea,33034,United States,US,AM
2020-09-27,PL,Air,35451,Poland,PL,EU
2020-09-27,CR,Sea,39636,Costa Rica,CR,AM
2020-09-27,NZ,Air,34364,New Zealand,NZ,OC
2020-09-28,SL,Sea,36873,Slovakia,SL,EU
2020-09-28,LU,Air,30739,Luxembourg,LU,EU
2020-09-28,CA,Air,33776,Canada,CA,AM
2020-09-28,RO,Air,36391,Romania,RO,EU
2020-09-28,JP,Sea,32026,Japan,JP,AS
2020-09-28,UKR,Air,31303,Ukraine,UKR,EU
2020-09-28,LI,Air,32079,Lithuania,LI,EU
2020-09-28,SW,Air,34955,Switzerland,SW,EU
2020-09-28,SW,Sea,35513,Switzerland,SW,EU
2020-09-28,CT,Air,36673,Croatia,CT,EU
2020-09-28,US,Air,31376,United States,US,AM
2020-09-28,UKR,Air,36750,Ukraine,UKR,EU
2020-09-28,GU,Air,37184,Guatemala,GU,AM
2020-09-28,CA,Sea,34731,Canada,CA,AM
2020-09-28,PL,Sea,34844,Poland,PL,EU
2020-09-28,EQ,Sea,31667,Equatorial Guinea,EQ,AF
2020-09-28,CI,Air,30962,Cote d'Ivore,CI,AF
2020-09-28,NZ,Air,31745,New Zealand,NZ,OC
2020-09-28,US,Air,37208,United States,US,AM
2020-09-28,BO,Air,39052,Bolivia,BO,AM
2020-09-29,CL,Air,38458,Chile,CL,AM
2020-09-29,LI,Air,35547,Lithuania,LI,EU
2020-09-29,ES,Sea,31520,El Salvador,ES,AM
2020-09-29,SM,Sea,33222,San Marino,SM,EU
2020-09-29,PO,Air,37648,Portugal,PO,EU
2020-09-29,JP,Air,31186,Japan,JP,AS
2020-09-29,SL,Air,38527,Slovakia,SL,EU
2020-09-29,UKR,Air,38295,Ukraine,UKR,EU
2020-09-29,CZ,Air,39660,Czech Republic (Czechia),CZ,EU
2020-09-29,MO,Air,33703,Monaco,MO,EU
2020-09-29,BE,Sea,32332,Belize,BE,AM
2020-09-29,MR,Sea,30516,Morroco,MR,AF
2020-09-29,SD,Sea,39311,Sweden,SD,EU
2020-09-29,CR,Air,30795,Costa Rica,CR,AM
2020-09-29,UK,Air,38102,United Kingdom,UK,EU
2020-09-29,BE,Sea,31971,Belize,BE,AM
2020-09-29,AU,Sea,36355,Austria,AU,EU
2020-09-29,DR,Air,39503,Dominican Republic,DR,AM
2020-09-29,GY,Sea,33807,Guyana,GY,AM
2020-09-29,CA,Air,31469,Canada,CA,AM
2020-09-30,BH,Air,36020,Bosnia and Herzegovina,BH,EU
2020-09-30,HU,Sea,33493,Hungary,HU,EU
2020-09-30,CO,Sea,38725,Colombia,CO,AM
2020-09-30,BU,Air,36612,Bulgaria,BU,EU
2020-09-30,SE,Air,35979,Serbia,SE,EU
2020-09-30,LC,Air,36249,Liechtenstein,LC,EU
2020-09-30,ES,Sea,30141,El Salvador,ES,AM
2020-09-30,BM,Air,33342,Bahamas,BM,AM
2020-09-30,CO,Air,35374,Colombia,CO,AM
2020-09-30,EG,Sea,36098,Egypt,EG,AF
2020-09-30,FR,Sea,36404,France,FR,EU
2020-09-30,UKR,Air,35692,Ukraine,UKR,EU
2020-09-30,CU,Air,37239,Cuba,CU,AM
2020-09-30,IR,Sea,39851,Ireland,IR,EU
2020-09-30,SE,Sea,34931,Serbia,SE,EU
2020-09-30,US,Air,35601,United States,US,AM
2020-09-30,CR,Sea,36437,Costa Rica,CR,AM
2020-09-30,PA,Sea,37059,Panama,PA,AM
2020-09-30,GL,Sea,39278,Greenland,GL,AM
2020-09-30,HT,Air,35106,Haiti,HT,AM
2020-10-01,LU,Air,33900,Luxembourg,LU,EU
2020-10-01,FI,Air,39144,Finland,FI,EU
2020-10-01,NM,Air,33881,North Macedonia,NM,EU
2020-10-01,GR,Sea,38886,Greece,GR,EU
2020-10-01,ES,Air,33812,El Salvador,ES,AM
2020-10-01,RU,Air,30382,Russia,RU,EU
2020-10-01,HT,Air,33281,Haiti,HT,AM
2020-10-01,NM,Sea,34885,North Macedonia,NM,EU
2020-10-01,BG,Sea,38561,Belgium,BG,EU
2020-10-01,GY,Air,39830,Guyana,GY,AM
2020-10-01,GL,Air,36079,Greenland,GL,AM
2020-10-01,CA,Sea,33613,Canada,CA,AM
2020-10-01,IT,Air,34761,Italy,IT,EU
2020-10-01,FR,Air,32223,France,FR,EU
2020-10-01,NE,Air,37445,Netherlands,NE,EU
2020-10-01,NZ,Air,32533,New Zealand,NZ,OC
2020-10-01,MN,Sea,31483,Montenegro,MN,EU
2020-10-01,IT,Sea,38916,Italy,IT,EU
2020-10-01,IR,Air,31948,Ireland,IR,EU
2020-10-01,HO,Sea,30307,Honduras,HO,AM
2020-10-02,GL,Air,33129,Greenland,GL,AM
2020-10-02,BZ,Sea,33230,Brazil,BZ,AM
2020-10-02,GY,Sea,37123,Guyana,GY,AM
2020-10-02,DR,Sea,30949,Dominican Republic,DR,AM
2020-10-02,DE,Sea,36600,Denmark,DE,EU
2020-10-02,DR,Air,31580,Dominican Republic,DR,AM
2020-10-02,CR,Air,31997,Costa Rica,CR,AM
2020-10-02,MR,Air,34628,Morroco,MR,AF
2020-10-02,AT,Air,38511,Australia,AT,OC
2020-10-02,SA,Sea,33750,South Africa,SA,AF
2020-10-02,SP,Sea,38123,Spain,SP,EU
2020-10-02,DR,Air,35680,Dominican Republic,DR,AM
2020-10-02,BR,Air,36215,Belarus,BR,EU
2020-10-02,SD,Air,38324,Sweden,SD,EU
2020-10-02,IT,Sea,35254,Italy,IT,EU
2020-10-02,LU,Air,34295,Luxembourg,LU,EU
2020-10-02,PE,Air,32747,Peru,PE,AM
2020-10-02,NZ,Sea,38046,New Zealand,NZ,OC
2020-10-02,CZ,Sea,35684,Czech Republic (Czechia),CZ,EU
2020-10-02,CI,Sea,35253,Cote d'Ivore,CI,AF
2020-10-03,IN,Sea,30479,India,IN,AS
2020-10-03,DR,Air,38951,Dominican Republic,DR,AM
2020-10-03,MA,Air,30150,Malta,MA,EU
2020-10-03,DR,Air,37577,Dominican Republic,DR,AM
2020-10-03,RU,Air,36503,Russia,RU,EU
2020-10-03,IT,Air,34477,Italy,IT,EU
2020-10-03,AU,Sea,35424,Austria,AU,EU
2020-10-03,EC,Sea,32002,Ecuador,EC,AM
2020-10-03,IN,Air,30513,India,IN,AS
2020-10-03,EG,Air,37377,Egypt,EG,AF
2020-10-03,AN,Air,38037,Andorra,AN,EU
2020-10-03,PL,Air,31348,Poland,PL,EU
2020-10-03,CA,Air,36182,Canada,CA,AM
2020-10-03,RO,Sea,31279,Romania,RO,EU
2020-10-03,SK,Sea,36693,South Korea,SK,AS
2020-10-03,HT,Air,39651,Haiti,HT,AM
2020-10-03,AT,Air,34746,Australia,AT,OC
2020-10-03,HO,Sea,37914,Honduras,HO,AM
2020-10-03,BM,Sea,38645,Bahamas,BM,AM
2020-10-03,PR,Sea,31764,Puerto Rico,PR,AM
2020-10-04,US,Sea,36916,United States,US,AM
2020-10-04,MR,Sea,36012,Morroco,MR,AF
2020-10-04,NI,Air,33629,Nicaragua,NI,AM
2020-10-04,AL,Sea,33732,Albania,AL,EU
2020-10-04,HW,Sea,38223,Hawaii,HW,AM
2020-10-04,MD,Air,31436,Moldova,MD,EU
2020-10-04,NE,Sea,36013,Netherlands,NE,EU
2020-10-04,FI,Air,36968,Finland,FI,EU
2020-10-04,PA,Sea,32621,Panama,PA,AM
2020-10-04,HS,Air,34045,Holy See,HS,EU
2020-10-04,NZ,Air,32169,New Zealand,NZ,OC
2020-10-04,HS,Sea,34526,Holy See,HS,EU
2020-10-04,AU,Air,37467,Austria,AU,EU
2020-10-04,BE,Sea,34102,Belize,BE,AM
2020-10-04,HT,Sea,30599,Haiti,HT,AM
2020-10-04,PA,Air,30423,Panama,PA,AM
2020-10-04,MA,Sea,37079,Malta,MA,EU
2020-10-04,UR,Air,32554,Uruguay,UR,AM
2020-10-04,SM,Air,39401,San Marino,SM,EU
2020-10-04,ET,Air,33438,Estonia,ET,EU
2020-10-05,CZ,Sea,31977,Czech Republic (Czechia),CZ,EU
2020-10-05,MA,Air,33782,Malta,MA,EU
2020-10-05,AN,Sea,30326,Andorra,AN,EU
2020-10-05,GY,Air,36672,Guyana,GY,AM
2020-10-05,NI,Air,34792,Nicaragua,NI,AM
2020-10-05,CH,Air,34627,China,CH,AS
2020-10-05,UK,Air,35127,United Kingdom,UK,EU
2020-10-05,ES,Air,30121,El Salvador,ES,AM
2020-10-05,RU,Sea,35969,Russia,RU,EU
2020-10-05,DR,Sea,36182,Dominican Republic,DR,AM
2020-10-05,GE,Air,37175,Germany,GE,EU
2020-10-05,AU,Air,34475,Austria,AU,EU
2020-10-05,AN,Air,30240,Andorra,AN,EU
2020-10-05,AR,Air,36314,Argentina,AR,AM
2020-10-05,NZ,Sea,39481,New Zealand,NZ,OC
2020-10-05,DE,Air,37041,Denmark,DE,EU
2020-10-05,MO,Air,31680,Monaco,MO,EU
2020-10-05,UK,Air,36838,United Kingdom,UK,EU
2020-10-05,BE,Air,34456,Belize,BE,AM
2020-10-05,DE,Air,37842,Denmark,DE,EU
2020-10-06,SM,Air,36401,San Marino,SM,EU
2020-10-06,PE,Sea,32175,Peru,PE,AM
2020-10-06,MD,Air,35435,Moldova,MD,EU
2020-10-06,NO,Air,30660,Norway,NO,EU
2020-10-06,CR,Air,36317,Costa Rica,CR,AM
2020-10-06,SK,Sea,31995,South Korea,SK,AS
2020-10-06,SM,Sea,33553,San Marino,SM,EU
2020-10-06,IT,Air,33673,Italy,IT,EU
2020-10-06,PA,Sea,31763,Panama,PA,AM
2020-10-06,ET,Sea,33791,Estonia,ET,EU
2020-10-06,NO,Sea,30116,Norway,NO,EU
2020-10-06,GU,Sea,38516,Guatemala,GU,AM
2020-10-06,AU,Sea,30472,Austria,AU,EU
2020-10-06,MR,Sea,38407,Morroco,MR,AF
2020-10-06,HW,Air,39670,Hawaii,HW,AM
2020-10-06,CH,Air,38891,China,CH,AS
2020-10-06,SU,Sea,33147,Suriname,SU,AM
2020-10-06,MA,Air,34964,Malta,MA,EU
2020-10-06,SK,Sea,30481,South Korea,SK,AS
2020-10-06,CO,Air,30316,Colombia,CO,AM
2020-10-07,UK,Sea,33528,United Kingdom,UK,EU
2020-10-07,CT,Air,33625,Croatia,CT,EU
2020-10-07,HO,Sea,36669,Honduras,HO,AM
2020-10-07,EQ,Air,34900,Equatorial Guinea,EQ,AF
2020-10-07,BG,Sea,35285,Belgium,BG,EU
2020-10-07,EC,Air,31254,Ecuador,EC,AM
2020-10-07,CH,Sea,37686,China,CH,AS
2020-10-07,SP,Air,36570,Spain,SP,EU
2020-10-07,SM,Air,35999,San Marino,SM,EU
2020-10-07,CA,Air,34252,Canada,CA,AM
2020-10-07,AR,Air,31004,Argentina,AR,AM
2020-10-07,MO,Sea,38951,Monaco,MO,EU
2020-10-07,DR,Air,39334,Dominican Republic,DR,AM
2020-10-07,SD,Air,30947,Sweden,SD,EU
2020-10-07,ET,Sea,31697,Estonia,ET,EU
2020-10-07,SD,Sea,36446,Sweden,SD,EU
2020-10-07,PL,Sea,33628,Poland,PL,EU
2020-10-07,NE,Sea,36301,Netherlands,NE,EU
2020-10-07,IT,Sea,39496,Italy,IT,EU
2020-10-07,SU,Sea,36601,Suriname,SU,AM
2020-10-08,JA,Air,31895,Jamaica,JA,AM
2020-10-08,JA,Air,30862,Jamaica,JA,AM
2020-10-08,GU,Sea,34064,Guatemala,GU,AM
2020-10-08,RU,Air,32695,Russia,RU,EU
2020-10-08,PG,Sea,39546,Paraguay,PG,AM
2020-10-08,GR,Sea,37172,Greece,GR,EU
2020-10-08,EC,Sea,30941,Ecuador,EC,AM
2020-10-08,CO,Air,30256,Colombia,CO,AM
2020-10-08,UR,Sea,32825,Uruguay,UR,AM
2020-10-08,SU,Air,38636,Suriname,SU,AM
2020-10-08,BG,Air,30776,Belgium,BG,EU
2020-10-08,NO,Air,31856,Norway,NO,EU
2020-10-08,IC,Air,32302,Iceland,IC,EU
2020-10-08,DE,Sea,31742,Denmark,DE,EU
2020-10-08,UKR,Sea,37632,Ukraine,UKR,EU
2020-10-08,PG,Sea,39601,Paraguay,PG,AM
2020-10-08,ET,Sea,33463,Estonia,ET,EU
2020-10-08,ET,Air,38992,Estonia,ET,EU
2020-10-08,PL,Air,34752,Poland,PL,EU
2020-10-08,HT,Sea,37863,Haiti,HT,AM
2020-10-09,CZ,Sea,35898,Czech Republic (Czechia),CZ,EU
2020-10-09,LC,Sea,30014,Liechtenstein,LC,EU
2020-10-09,NO,Air,33616,Norway,NO,EU
2020-10-09,ES,Air,39265,El Salvador,ES,AM
2020-10-09,DR,Sea,34814,Dominican Republic,DR,AM
2020-10-09,SP,Air,35034,Spain,SP,EU
2020-10-09,EG,Air,32527,Egypt,EG,AF
2020-10-09,NI,Air,34907,Nicaragua,NI,AM
2020-10-09,SK,Air,34186,South Korea,SK,AS
2020-10-09,AN,Air,32338,Andorra,AN,EU
2020-10-09,SD,Air,36823,Sweden,SD,EU
2020-10-09,CL,Sea,31251,Chile,CL,AM
2020-10-09,JP,Sea,30690,Japan,JP,AS
2020-10-09,SL,Sea,36334,Slovakia,SL,EU
2020-10-09,PE,Air,36400,Peru,PE,AM
2020-10-09,LC,Sea,39444,Liechtenstein,LC,EU
2020-10-09,PG,Sea,32271,Paraguay,PG,AM
2020-10-09,MO,Air,34099,Monaco,MO,EU
2020-10-09,PA,Air,35380,Panama,PA,AM
2020-10-09,BR,Air,33541,Belarus,BR,EU
2020-10-10,CT,Air,30525,Croatia,CT,EU
2020-10-10,CI,Sea,39491,Cote d'Ivore,CI,AF
2020-10-10,UK,Sea,37329,United Kingdom,UK,EU
2020-10-10,CZ,Air,30049,Czech Republic (Czechia),CZ,EU
2020-10-10,PE,Air,34809,Peru,PE,AM
2020-10-10,PL,Air,30043,Poland,PL,EU
2020-10-10,SM,Air,33009,San Marino,SM,EU
2020-10-10,SM,Air,33323,San Marino,SM,EU
2020-10-10,PE,Sea,38007,Peru,PE,AM
2020-10-10,BH,Air,38872,Bosnia and Herzegovina,BH,EU
2020-10-10,US,Air,36856,United States,US,AM
2020-10-10,LI,Air,37499,Lithuania,LI,EU
2020-10-10,IC,Air,39645,Iceland,IC,EU
2020-10-10,SN,Sea,36542,Slovenia,SN,EU
2020-10-10,HO,Air,39900,Honduras,HO,AM
2020-10-10,JA,Air,34098,Jamaica,JA,AM
2020-10-10,AU,Sea,36722,Austria,AU,EU
2020-10-10,HW,Air,32488,Hawaii,HW,AM
2020-10-10,SK,Air,30518,South Korea,SK,AS
2020-10-10,VE,Sea,39332,Venezuela,VE,AM
2020-10-11,DE,Air,33755,Denmark,DE,EU
2020-10-11,FI,Air,36282,Finland,FI,EU
2020-10-11,DR,Air,36338,Dominican Republic,DR,AM
2020-10-11,JP,Sea,30471,Japan,JP,AS
2020-10-11,SU,Sea,36844,Suriname,SU,AM
2020-10-11,CA,Air,35358,Canada,CA,AM
2020-10-11,BO,Air,35153,Bolivia,BO,AM
2020-10-11,BM,Air,31774,Bahamas,BM,AM
2020-10-11,IR,Sea,31882,Ireland,IR,EU
2020-10-11,IC,Air,37854,Iceland,IC,EU
2020-10-11,EG,Sea,33269,Egypt,EG,AF
2020-10-11,MA,Air,39892,Malta,MA,EU
2020-10-11,SW,Air,33687,Switzerland,SW,EU
2020-10-11,DR,Air,30804,Dominican Republic,DR,AM
2020-10-11,GL,Sea,31400,Greenland,GL,AM
2020-10-11,FI,Sea,32168,Finland,FI,EU
2020-10-11,FR,Air,34799,France,FR,EU
2020-10-11,EQ,Sea,30611,Equatorial Guinea,EQ,AF
2020-10-11,US,Sea,32293,United States,US,AM
2020-10-11,CH,Air,34083,China,CH,AS
2020-10-12,ES,Sea,33980,El Salvador,ES,AM
2020-10-12,VE,Air,34782,Venezuela,VE,AM
2020-10-12,SK,Air,38704,South Korea,SK,AS
2020-10-12,CO,Sea,37383,Colombia,CO,AM
2020-10-12,SE,Sea,36513,Serbia,SE,EU
2020-10-12,CH,Sea,39038,China,CH,AS
2020-10-12,AL,Sea,38864,Albania,AL,EU
2020-10-12,DR,Air,39279,Dominican Republic,DR,AM
2020-10-12,AU,Air,37769,Austria,AU,EU
2020-10-12,IR,Sea,36225,Ireland,IR,EU
2020-10-12,GL,Sea,34358,Greenland,GL,AM
2020-10-12,GY,Sea,34281,Guyana,GY,AM
2020-10-12,UKR,Sea,39098,Ukraine,UKR,EU
2020-10-12,HW,Air,35945,Hawaii,HW,AM
2020-10-12,AN,Air,30690,Andorra,AN,EU
2020-10-12,JA,Air,39398,Jamaica,JA,AM
2020-10-12,BO,Sea,30961,Bolivia,BO,AM
2020-10-12,CI,Air,38307,Cote d'Ivore,CI,AF
2020-10-12,NM,Sea,34007,North Macedonia,NM,EU
2020-10-12,EC,Sea,38931,Ecuador,EC,AM
2020-10-13,IT,Sea,37576,Italy,IT,EU
2020-10-13,SM,Sea,33906,San Marino,SM,EU
2020-10-13,NO,Air,36353,Norway,NO,EU
2020-10-13,PL,Sea,36084,Poland,PL,EU
2020-10-13,SW,Air,39077,Switzerland,SW,EU
2020-10-13,HW,Air,32123,Hawaii,HW,AM
2020-10-13,HU,Air,39103,Hungary,HU,EU
2020-10-13,BU,Air,34819,Bulgaria,BU,EU
2020-10-13,AR,Air,31724,Argentina,AR,AM
2020-10-13,BZ,Sea,33121,Brazil,BZ,AM
2020-10-13,RU,Air,37757,Russia,RU,EU
2020-10-13,MA,Sea,34936,Malta,MA,EU
2020-10-13,BO,Sea,33531,Bolivia,BO,AM
2020-10-13,AR,Sea,38275,Argentina,AR,AM
2020-10-13,PA,Sea,30259,Panama,PA,AM
2020-10-13,PG,Air,34393,Paraguay,PG,AM
2020-10-13,SL,Air,39359,Slovakia,SL,EU
2020-10-13,PO,Air,39544,Portugal,PO,EU
2020-10-13,PG,Sea,37263,Paraguay,PG,AM
2020-10-13,PA,Sea,33332,Panama,PA,AM
2020-10-14,AT,Air,34192,Australia,AT,OC
2020-10-14,SP,Air,30915,Spain,SP,EU
2020-10-14,MO,Sea,31290,Monaco,MO,EU
2020-10-14,MD,Sea,35319,Moldova,MD,EU
2020-10-14,PE,Sea,35293,Peru,PE,AM
2020-10-14,BO,Air,39704,Bolivia,BO,AM
2020-10-14,SL,Sea,33884,Slovakia,SL,EU
2020-10-14,AL,Sea,35001,Albania,AL,EU
2020-10-14,NE,Sea,34845,Netherlands,NE,EU
2020-10-14,IT,Sea,35696,Italy,IT,EU
2020-10-14,SN,Sea,34510,Slovenia,SN,EU
2020-10-14,HS,Sea,37958,Holy See,HS,EU
2020-10-14,CA,Sea,35519,Canada,CA,AM
2020-10-14,IR,Air,31290,Ireland,IR,EU
2020-10-14,SU,Air,35511,Suriname,SU,AM
2020-10-14,CA,Sea,36313,Canada,CA,AM
2020-10-14,UR,Air,34624,Uruguay,UR,AM
2020-10-14,SN,Sea,31404,Slovenia,SN,EU
2020-10-14,PE,Sea,30396,Peru,PE,AM
2020-10-14,AT,Air,38836,Australia,AT,OC
2020-10-15,BZ,Air,34786,Brazil,BZ,AM
2020-10-15,UK,Air,39449,United Kingdom,UK,EU
2020-10-15,PL,Sea,33228,Poland,PL,EU
2020-10-15,SA,Air,39981,South Africa,SA,AF
2020-10-15,CO,Air,36829,Colombia,CO,AM
2020-10-15,SW,Sea,31202,Switzerland,SW,EU
2020-10-15,NM,Sea,31279,North Macedonia,NM,EU
2020-10-15,AT,Sea,36198,Australia,AT,OC
2020-10-15,HO,Air,31369,Honduras,HO,AM
2020-10-15,HO,Sea,36028,Honduras,HO,AM
2020-10-15,AR,Sea,37401,Argentina,AR,AM
2020-10-15,CU,Sea,32243,Cuba,CU,AM
2020-10-15,PE,Sea,35498,Peru,PE,AM
2020-10-15,NM,Air,30402,North Macedonia,NM,EU
2020-10-15,CI,Air,30321,Cote d'Ivore,CI,AF
2020-10-15,LC,Air,37359,Liechtenstein,LC,EU
2020-10-15,MN,Air,31539,Montenegro,MN,EU
2020-10-15,PG,Sea,38235,Paraguay,PG,AM
2020-10-15,US,Sea,37905,United States,US,AM
2020-10-15,ET,Air,30463,Estonia,ET,EU
2020-10-16,ET,Air,38024,Estonia,ET,EU
2020-10-16,CU,Air,31375,Cuba,CU,AM
2020-10-16,SN,Sea,35978,Slovenia,SN,EU
2020-10-16,SA,Air,37788,South Africa,SA,AF
2020-10-16,MN,Air,39866,Montenegro,MN,EU
2020-10-16,UKR,Sea,31699,Ukraine,UKR,EU
2020-10-16,PA,Air,38920,Panama,PA,AM
2020-10-16,PO,Air,36486,Portugal,PO,EU
2020-10-16,VE,Air,37015,Venezuela,VE,AM
2020-10-16,CT,Sea,30486,Croatia,CT,EU
2020-10-16,HO,Air,33654,Honduras,HO,AM
2020-10-16,CL,Air,39935,Chile,CL,AM
2020-10-16,SK,Air,33844,South Korea,SK,AS
2020-10-16,SN,Sea,39315,Slovenia,SN,EU
2020-10-16,BH,Sea,30862,Bosnia and Herzegovina,BH,EU
2020-10-16,JP,Air,34784,Japan,JP,AS
2020-10-16,AN,Air,37965,Andorra,AN,EU
2020-10-16,JP,Air,38051,Japan,JP,AS
2020-10-16,BG,Air,34125,Belgium,BG,EU
2020-10-16,MO,Sea,33660,Monaco,MO,EU
2020-10-17,SW,Air,38761,Switzerland,SW,EU
2020-10-17,BR,Air,31819,Belarus,BR,EU
2020-10-17,HT,Air,39220,Haiti,HT,AM
2020-10-17,PE,Air,37784,Peru,PE,AM
2020-10-17,AU,Sea,31001,Austria,AU,EU
2020-10-17,BZ,Air,32103,Brazil,BZ,AM
2020-10-17,PO,Sea,32410,Portugal,PO,EU
2020-10-17,HU,Air,36397,Hungary,HU,EU
2020-10-17,AN,Air,38871,Andorra,AN,EU
2020-10-17,ES,Air,33624,El Salvador,ES,AM
2020-10-17,MO,Air,32487,Monaco,MO,EU
2020-10-17,NZ,Air,33110,New Zealand,NZ,OC
2020-10-17,CR,Sea,39254,Costa Rica,CR,AM
2020-10-17,CI,Air,31065,Cote d'Ivore,CI,AF
2020-10-17,ES,Air,35365,El Salvador,ES,AM
2020-10-17,SN,Air,32777,Slovenia,SN,EU
2020-10-17,CL,Sea,37087,Chile,CL,AM
2020-10-17,FR,Air,30766,France,FR,EU
2020-10-17,CU,Sea,31948,Cuba,CU,AM
2020-10-17,VE,Sea,31237,Venezuela,VE,AM
2020-10-18,CR,Sea,34459,Costa Rica,CR,AM
2020-10-18,RO,Air,36721,Romania,RO,EU
2020-10-18,UK,Sea,35752,United Kingdom,UK,EU
2020-10-18,CL,Sea,37438,Chile,CL,AM
2020-10-18,SU,Air,33628,Suriname,SU,AM
2020-10-18,VE,Air,33006,Venezuela,VE,AM
2020-10-18,GU,Air,34337,Guatemala,GU,AM
2020-10-18,IC,Air,38603,Iceland,IC,EU
2020-10-18,BE,Air,34670,Belize,BE,AM
2020-10-18,FI,Air,34298,Finland,FI,EU
2020-10-18,BR,Sea,33962,Belarus,BR,EU
2020-10-18,CI,Air,39054,Cote d'Ivore,CI,AF
2020-10-18,BO,Air,32857,Bolivia,BO,AM
2020-10-18,IR,Air,39082,Ireland,IR,EU
2020-10-18,EC,Sea,34413,Ecuador,EC,AM
2020-10-18,LI,Sea,36566,Lithuania,LI,EU
2020-10-18,CT,Air,38720,Croatia,CT,EU
2020-10-18,DE,Air,39972,Denmark,DE,EU
2020-10-18,GL,Air,33995,Greenland,GL,AM
2020-10-18,BZ,Air,34617,Brazil,BZ,AM
2020-10-19,ES,Sea,36941,El Salvador,ES,AM
2020-10-19,RU,Air,39955,Russia,RU,EU
2020-10-19,BM,Sea,31539,Bahamas,BM,AM
2020-10-19,UKR,Air,36250,Ukraine,UKR,EU
2020-10-19,IN,Air,32538,India,IN,AS
2020-10-19,SA,Air,33433,South Africa,SA,AF
2020-10-19,LA,Sea,32787,Latvia,LA,EU
2020-10-19,MR,Air,30285,Morroco,MR,AF
2020-10-19,MA,Air,33994,Malta,MA,EU
2020-10-19,US,Air,34853,United States,US,AM
2020-10-19,BM,Air,35778,Bahamas,BM,AM
2020-10-19,BH,Sea,30194,Bosnia and Herzegovina,BH,EU
